wdid,icrsra,icrsdec,spectype,teff,logg,mass,age,Dage,Dpc,velU,velV,velW
WD 1242-348,12 44 44.86,-35 07 47.69,DQ,8743.0,8.045,0.605,,,22.23,,,
WD 1243+121,12 46 30.02,11 55 22.80,DZ,8400.0,8.13,0.657,1.2,,80.64,,,
WD 1243-137,12 46 30.33,-14 02 39.71,DB,14880.0,7.813,0.488,0.1526,,112.95,,,
WD 1243-215,12 46 18.86,-21 50 59.08,DB,11735.0,7.947,0.553,0.3776,,76.72,,,
WD 1244+498,12 47 03.29,49 34 24.19,DBAZ,15150.0,7.97,0.575,0.183,,120.36,,,
WD 1246+022,12 48 54.90,01 59 09.06,DB,19614.0,7.98,0.585,0.07043,,487.08,,,
WD 1248+443,12 51 05.95,44 03 03.01,DC-IRfaint,4746.0,9.239,1.276,4.1,,48.58,,,
WD 1248-019,12 50 58.73,-02 12 00.70,DC,10206.0,8.184,0.714,0.7491,,125.49,,,
WD 1250+348,12 53 12.25,34 37 16.32,DC,4767.0,7.895,0.517,6.09,,58.57,,,
WD 1250+667,12 52 05.46,66 29 02.97,DB,11487.0,7.48,0.336,0.3788,,233.81,,,
WD 1251+019,12 53 59.61,01 39 24.82,DQ,8655.0,7.9442,0.545,0.844,,174.72,,,
WD 1251-023,12 54 13.63,-02 36 10.98,DZ,6892.0,8.228,0.719,2.72,,78.75,,,
WD 1252+471,12 55 06.76,46 55 17.06,DC,4782.0,8.314,0.783,9.75,,37.26,,,
WD 1252-289,12 54 55.04,-29 11 53.36,DB,21880.0,8.03,0.62,0.055,,109.91,,,
WD 1255-019,12 57 58.96,-02 13 13.67,DB,21785.0,7.89,0.541,0.06985,,589.52,,,
WD 1256+025,12 59 05.57,02 19 17.96,DB,15387.0,7.32,0.298,1.379,,316.83,,,
WD 1256+049,12 59 26.10,04 42 08.79,DC,4751.0,7.935,0.539,7.32,,53.03,,,
WD 1257+018,13 00 14.30,01 35 39.48,DC,10519.0,8.402,0.856,0.9576,,338.35,,,
WD 1257+019,13 00 23.20,01 38 51.22,DC,9532.0,8.385,0.843,1.276,,317.41,,,
WD 1257-021,13 00 09.90,-02 25 57.98,DC,7223.0,8.12,0.666,1.649,,116.25,,,
WD 1258+028,13 01 06.24,02 34 55.39,DB,17706.0,8.29,0.773,0.09885,,453.09,,,
WD 1259+023,13 02 19.94,02 03 22.16,DB,15466.0,7.58,0.383,0.1862,,367.64,,,
WD 1300+263,13 03 16.88,26 03 15.22,DC,4288.0,7.94,0.541,8.33,,37.96,,,
WD 1300-355,13 03 29.00,-35 51 27.98,DQ,7920.0,8.222,0.716,,,28.79,,,
WD 1301+287,13 04 02.02,28 31 40.46,DQ,,,,,,2271.07,,,
WD 1302+004,13 05 26.18,00 12 49.66,DC:,9491.0,8.14,0.666,,,167.32,,,
WD 1304+014,13 06 39.44,01 13 39.71,DC,7962.0,8.057,0.629,1.179,,160.41,,,
WD 1304+150,13 07 28.57,14 44 16.89,DBA,14563.0,7.93,0.547,0.2485,,130.28,,,
WD 1305+030,13 08 05.82,02 44 09.06,DB,13087.0,8.29,0.768,0.3928,,341.57,,,
WD 1305+033,13 07 46.38,03 07 42.01,DZA,8152.0,7.9118,0.5254,0.946,,134.42,,,
WD 1306-013,13 09 11.09,-01 39 47.17,DB,18072.0,8.21,0.721,0.1139,,307.77,,,
WD 1308-149,13 11 12.87,-15 14 27.82,DB,21054.0,8.128,0.675,,,203.21,,,
WD 1309+296,13 11 46.60,29 23 54.90,DQ,5427.0,8.116,0.642,5.51,,54.55,,,
WD 1311+129,13 13 51.33,12 40 07.30,DBA,18120.0,7.97,0.578,0.0832,,135.05,,,
WD 1312+641,13 14 01.85,63 55 52.03,DB,13426.0,7.9,0.529,0.3119,,164.70,,,
WD 1314-020,13 17 16.99,-02 19 45.45,DB,17861.0,8.13,0.673,0.1326,,317.77,,,
WD 1315+066,13 17 34.11,06 21 48.36,DC,,,,,,943.27,,,
WD 1318+670,13 20 04.25,66 45 35.78,DB,16037.0,8.09,0.646,0.2006,,290.50,,,
WD 1320+670,13 21 42.36,66 46 12.93,DB+M2,,,,,,527.13,,,
WD 1322+017,13 24 40.89,01 28 04.76,DC,,,,,,118.40,,,
WD 1322-253,13 25 16.02,-25 38 35.99,DZ,6290.0,8.109,0.64,,,110.23,,,
WD 1323+656,13 25 06.80,65 21 32.87,DZA,11833.0,8.0443,0.6105,0.425,,257.40,,,
WD 1326+314,13 29 09.05,31 09 49.01,DC,4616.0,7.857,0.494,6.09,,97.09,,,
WD 1326+451,13 28 57.62,44 50 29.66,DC,7302.0,7.957,0.55,1.34,,95.38,,,
WD 1327+007,13 29 44.38,00 28 36.42,DB:,16811.0,7.92,0.55,0.125,,903.84,,,
WD 1327+594,13 28 58.02,59 08 51.02,DQAPhot2.7,18755.0,9.011,1.194,0.64,0.2475,147.65,,,
WD 1328+648,13 30 00.89,64 35 23.34,DC,3914.0,8.021,0.589,9.89,,86.35,,,
WD 1329+673,13 31 27.01,67 04 19.95,DQ,8990.0,7.9512,0.5497,0.77,,167.86,,,
WD 1330+580,13 31 59.27,57 45 08.92,DBA,12914.0,7.85,0.503,0.2592,,96.72,,,
WD 1330+641,13 32 35.87,63 53 34.75,DC,9331.0,7.651,0.416,0.4822,,234.19,,,
WD 1330+643,13 32 15.83,64 06 56.51,DB,20182.0,7.92,0.553,0.1181,,377.37,,,
WD 1331+005,13 33 59.49,00 16 58.39,DQH,5180.0,8.52,0.912,7.45,,40.89,,,
WD 1331+640,13 33 06.91,63 49 36.36,DBZA,15611.0,8.4,0.841,0.175,,294.94,,,
WD 1332+162,13 34 39.53,15 59 48.94,DBA,17023.0,8.13,0.67,0.1905,,111.66,,,
WD 1333+643,13 34 56.53,64 05 48.33,DC,10254.0,8.08,,,,323.45,,,
WD 1334-001,13 37 10.20,-00 26 43.56,DQ,21670.0,8.0,0.851,,,304.53,,,
WD 1334-118,13 37 25.57,-12 03 13.89,DC,6535.0,8.035,0.595,2.03,,68.22,,,
WD 1335+002,13 37 39.40,00 01 39.76,DC-IRfaint,4948.0,8.795,1.082,7.1,,51.62,,,
WD 1335-012,13 38 24.93,-01 30 18.18,DZ,10338.0,8.02,0.593,0.588,,138.38,,,
WD 1336+052,13 41 21.34,05 00 46.15,DC,4199.0,7.867,0.498,7.65,,14.67,,,
WD 1336+123,13 39 13.67,12 08 29.10,DB,14920.0,7.911,0.539,0.1749,,51.57,,,
WD 1336+629,13 38 19.11,62 40 18.11,DB,12248.0,8.19,0.704,0.4501,,188.11,,,
WD 1338+009,13 41 20.90,00 42 04.59,DB4,14771.0,7.68,0.426,0.7233,,355.93,,,
WD 1338+027,13 41 18.71,02 27 34.89,DQ,5843.0,8.11,0.64,3.92,,40.06,,,
WD 1338+408,13 40 19.75,40 33 00.78,DC,4789.0,7.731,0.428,4.08,,61.48,,,
WD 1338-311,13 41 25.62,-31 24 50.43,DZ,7935.0,8.0078,0.5808,1.15,,69.39,,,
WD 1339-009,13 41 44.10,-01 12 38.54,DZ,8533.0,8.3022,0.7703,1.54,,214.35,,,
WD 1342+663,13 44 12.11,66 04 23.46,DC,12027.0,8.81,1.106,1.545,,342.54,,,
WD 1342+672.1,13 44 19.42,67 02 55.71,DC,9339.0,8.154,0.693,0.9019,,252.58,,,
WD 1342+673,13 43 29.53,67 07 33.19,DB,14300.0,8.11,0.654,0.3687,,336.07,,,
WD 1343+653,13 44 59.47,65 05 12.12,DZ,10516.0,8.1542,0.6764,0.689,,286.84,,,
WD 1346+121,13 49 02.48,11 55 05.10,DC,4590.0,8.188,0.698,9.8,,28.34,,,
WD 1346+657,13 48 21.45,65 30 13.39,DC,8874.0,8.35,0.819,1.437,,182.64,,,
WD 1347+029,13 49 56.19,02 43 09.28,DBZ,14253.0,8.05,0.617,0.31,,224.64,,,
WD 1349-230,13 52 44.12,-23 20 05.67,DBAZ,18173.0,8.13,0.673,1.494,,131.26,,,
WD 1350+093,13 52 30.55,09 07 10.35,DC,5084.0,8.352,0.81,8.73,,47.30,,,
WD 1350+666,13 51 34.32,66 23 15.66,DQ,8840.0,7.941,0.544,0.83,,101.02,,,
WD 1350-162,13 53 34.96,-16 27 06.67,DB,12480.0,8.091,0.64,,,108.40,,,
WD 1352+004,13 55 32.37,00 11 23.31,DB;DBAH?,13855.0,7.86,0.509,0.307,,73.97,,,
WD 1352+029,13 54 51.64,02 43 29.04,DC,8614.0,8.268,0.765,1.325,,147.66,,,
WD 1353+000,13 56 28.08,-00 09 43.63,DQ,6400.0,8.012,0.581,2.15,,78.77,,,
WD 1353-001,13 56 10.29,-00 22 30.69,DB3,18230.0,8.28,0.765,0.152,,488.51,,,
WD 1356+607,13 57 57.83,60 28 56.04,DC,5746.0,7.981,0.559,3.66,,49.86,-63,-39.0,20.0
WD 1358+644,14 00 20.22,64 12 36.01,DB,16110.0,8.11,0.656,0.1298,,487.76,,,
WD 1359+025,14 01 59.08,02 21 26.98,DBA,35898.0,7.99,0.62,0.0056,0.0015,1014.82,,,
WD 1401+033,14 04 04.37,03 07 18.24,DB,15744.0,7.74,0.456,0.3159,,431.90,,,
WD 1401+069,14 03 46.15,06 44 41.42,DC,6580.0,8.046,0.601,2.06,,49.17,,,
WD 1401-149,14 03 42.60,-15 14 20.92,DC,4790.0,7.947,0.536,5.88,,49.04,,,
WD 1402+506,14 04 09.09,50 20 37.25,DC,4987.0,7.641,0.376,2.81,,60.46,,,
WD 1403+020,14 06 32.37,01 48 37.14,DQ,7713.0,7.9096,0.5231,1.09,,113.60,,,
WD 1403+023,14 06 25.73,02 04 45.70,DQ,7680.0,7.3541,0.2767,0.649,,173.09,,,
WD 1405+008,14 08 14.60,00 38 39.12,DB2,26078.0,7.85,0.531,0.04623,,641.10,,,
WD 1405+641,14 06 33.02,63 53 20.12,DC,10152.0,8.224,0.74,0.808,,156.21,,,
WD 1406+002,14 09 16.29,-00 00 11.42,DC,7975.0,8.278,0.77,1.753,,114.45,,,
WD 1406+516,14 08 22.37,51 23 18.81,DB,14577.0,8.029,0.606,0.2282,,186.37,,,
WD 1409+016,14 12 14.91,01 24 22.56,DB,24074.0,7.87,0.537,0.1495,,549.41,,,
WD 1409+223,14 11 43.16,22 06 44.68,DC,6564.0,8.042,0.599,2.03,,52.48,,,
WD 1410+051,14 12 58.18,04 56 01.84,DB,31272.0,7.92,0.58,0.0085,0.0004,259.80,,,
WD 1411+498,14 13 01.65,49 39 57.73,DB,17135.0,8.01,0.601,0.1321,,170.41,,,
WD 1411-009,14 14 26.43,-01 13 54.64,DZ,8697.0,7.9799,0.5658,0.873,,108.65,,,
WD 1415+234,14 17 55.30,23 11 37.31,DBAZ,17300.0,8.17,0.755,0.1674,,126.89,,,
WD 1415-064,14 17 59.48,-06 40 06.20,DCB?4,10569.0,8.102,0.663,0.6012,,61.41,,,
WD 1416+229,14 18 25.85,22 41 32.43,DB,17516.0,8.09,0.644,0.1562,,155.82,,,
WD 1419+052,14 22 25.45,04 59 38.79,DC,4753.0,7.895,0.516,5.88,,52.97,,,
WD 1419+576,14 21 05.30,57 24 57.19,DB+M,15190.0,7.59,,,,264.63,,,
WD 1420-192,14 23 24.05,-19 27 54.47,DB,,,,,,1723.17,,,
WD 1421-011,14 24 29.21,-01 22 17.19,DBA,16910.0,8.2,0.71,0.195,,122.69,,,
WD 1421-089,14 24 37.75,-09 09 56.98,DB,14489.0,7.925,0.547,,,154.23,,,
WD 1422+577,14 23 42.65,57 29 48.23,DQ,10727.0,8.0654,0.6213,0.57,,174.38,,,
WD 1422-006,14 25 16.36,-00 50 49.03,DZ,7061.0,8.178,0.687,2.08,,70.68,,,
WD 1424+098,14 26 59.20,09 37 00.77,DC,4770.0,7.587,0.351,2.72,,71.27,,,
WD 1425+057,14 27 47.92,05 32 29.84,DC,6500.0,7.954,0.546,1.84,,41.87,,,
WD 1425+495,14 26 59.26,49 21 01.18,DC,6390.0,8.176,0.684,2.96,,33.89,,,
WD 1425+540,14 27 35.55,53 48 30.24,DBAZ,14091.0,8.025,0.603,0.2512,,51.54,,,
WD 1426+442,14 28 33.93,44 03 42.99,DZ,6793.0,8.148,0.667,2.12,,44.80,,,
WD 1428-125,14 31 39.45,-12 48 53.65,DB,21586.0,8.167,0.701,,,104.76,,,
WD 1430+041,14 32 35.71,03 54 22.89,DZA,11164.0,8.0482,0.6116,0.5,,253.90,,,
WD 1430-345,14 33 46.56,-34 48 22.84,DC:,4339.0,7.913,0.525,,,50.88,,,
WD 1431+011,14 34 25.42,00 53 06.32,DB4:,12314.0,6.961,0.208,,,757.02,,,
WD 1434+437,14 36 42.37,43 32 42.68,DC,4702.0,7.916,0.528,6.45,,27.16,,,
WD 1435+420,14 37 17.96,41 51 50.59,DC-IRfaint,5134.0,8.087,0.623,6.04,,55.49,,,
WD 1436-003,14 39 03.92,-00 31 19.35,DB4,15148.0,7.73,0.449,0.1059,,487.83,,,
WD 1437+135,14 40 18.73,13 18 32.71,DC,4869.0,7.715,0.411,3.67,,54.14,,,
WD 1439-197,14 42 25.53,-19 57 14.57,DB,16578.0,7.95,0.564,,,126.85,,,
WD 1440+068,14 42 55.33,06 35 06.04,DZ:,6474.0,8.112,0.659,2.31,,67.34,,,
WD 1440+404,14 42 39.46,40 13 18.02,DQ,5379.0,7.907,0.515,4.57,,79.46,,,
WD 1441+047,14 44 07.28,04 34 46.31,DQ,9813.0,8.4425,0.8653,1.36,,180.45,,,
WD 1443+590,14 45 18.10,58 50 31.39,DBZ,14185.0,7.87,0.517,0.283,,180.50,,,
WD 1445+152,14 48 14.24,15 04 49.68,DB,21020.0,8.08,0.648,0.0692,,113.10,,,
WD 1445+546,14 47 01.48,54 27 44.88,DC,4755.0,7.213,0.224,2.13,,78.37,,,
WD 1445-005,14 48 08.02,-00 47 55.84,DQ,6844.0,7.943,0.54,1.62,,90.27,,,
WD 1446+055,14 48 54.76,05 19 03.58,DQA,15827.0,8.96,1.17,,,120.29,,,
WD 1447-007,14 50 23.35,-00 54 41.15,DB4,14061.0,8.4,0.845,0.3531,,262.57,,,
WD 1449+602,14 50 31.36,60 01 00.93,DB,15143.0,8.02,0.603,0.2038,,312.78,,,
WD 1450+410,14 52 00.34,40 49 05.12,DC,4793.0,7.9,0.519,6.01,,72.22,,,
WD 1450+455,14 52 38.94,45 22 39.20,DC,5204.0,8.043,0.596,5.53,,91.21,,,
WD 1451+023,14 53 34.45,02 08 40.42,DB,15372.0,8.05,0.621,0.1846,,504.59,,,
WD 1451+329,14 53 20.56,32 44 22.70,DC,5009.0,7.981,0.568,6.14,,57.67,,,
WD 1451+605,14 52 36.43,60 20 36.78,DQ,12572.0,8.6487,1.0002,1.0,,224.90,,,
WD 1452+018,14 55 23.16,01 41 46.30,DC,6256.0,7.955,0.546,2.05,,81.70,,,
WD 1452+048,14 55 14.38,04 41 53.39,DB,16014.0,7.92,0.545,0.2421,,373.98,,,
WD 1453-009,14 56 02.75,-01 09 52.47,DC,7975.0,8.286,0.775,1.786,,105.03,,,
WD 1454+014,14 56 44.88,01 10 17.28,DB3.5,17189.0,7.99,0.586,0.1442,,453.49,,,
WD 1456+028,14 59 12.34,02 37 39.14,DC,8234.0,8.111,0.663,1.175,,169.32,,,
WD 1456+119,14 58 48.41,11 46 54.53,DC,,,,,,67.06,,,
WD 1457+006,15 00 03.78,00 24 18.40,DB4,14118.0,8.33,0.794,0.4894,,245.11,,,
WD 1457+249,14 59 40.72,24 45 53.11,DBA,13300.0,7.91,0.534,0.3866,,84.44,,,
WD 1457-004,14 59 47.05,-00 39 55.59,DB3,16068.0,7.89,0.531,0.198,,284.81,,,
WD 1458+045,15 01 18.40,04 22 32.52,DB+M,18394.0,8.21,,,,759.08,,,
WD 1459+593,15 00 57.15,59 08 12.36,DC,8226.0,8.097,0.654,1.151,,292.90,,,
WD 1459+644,15 00 50.34,64 16 39.07,DC5,10560.0,8.25,0.757,0.7624,,56.44,,,
WD 1501+301,15 03 46.91,29 56 52.13,DC,6946.0,7.639,0.384,1.04,,83.39,,,
WD 1502+004,15 05 16.98,00 16 59.34,DC:,10414.0,8.0,0.602,0.5423,,262.57,,,
WD 1502+621,15 03 47.32,61 58 47.13,DB,17244.0,7.97,0.577,0.2386,,482.84,,,
WD 1503+020,15 06 30.15,01 51 58.32,DC,5638.0,7.78,0.447,2.9,,92.05,,,
WD 1509+021,15 11 36.73,01 55 18.59,DC,13153.0,8.716,1.056,1.011,,281.29,,,
WD 1511+581,15 12 48.06,57 55 49.58,DB,17181.0,7.88,0.529,0.07106,,662.48,,,
WD 1518+581,15 20 06.01,58 00 36.72,DB,18172.0,7.95,0.564,0.08439,,535.97,,,
WD 1519+141,15 21 20.88,13 58 52.97,DC,9446.0,7.838,0.488,0.59,,75.66,,,
WD 1520+011,15 23 20.97,00 55 24.77,DB4-5,13758.0,8.3,0.777,0.2319,,304.25,,,
WD 1523+362,15 25 12.69,36 05 08.65,DZ,,,,,,3345.03,,,
WD 1526+330,15 28 15.15,32 54 09.03,DC,4808.0,7.788,0.448,4.3,,61.77,,,
WD 1527+009,15 30 31.98,00 45 08.46,DB:,10448.0,7.921,0.536,0.4995,,159.65,,,
WD 1527+030,15 30 11.31,02 51 29.73,DB,29151.0,7.98,0.605,0.1388,,710.12,,,
WD 1530+315,15 32 43.35,31 20 57.16,DB,,,,,,2510.37,,,
WD 1532+12,15 35 05.63,12 47 42.32,DZH,5790.0,7.985,0.562,3.94,,19.25,-1.8,-26.2,3.9
WD 1539-137,15 42 00.84,-13 56 05.23,DC,5018.0,7.718,0.413,3.4,,65.59,,,
WD 1540+006,15 43 13.54,00 29 57.51,DB3-4,16111.0,8.2,0.716,0.2993,,333.89,,,
WD 1540+027,15 42 50.09,02 35 10.75,DC,9883.0,8.296,0.786,0.9675,,281.98,,,
WD 1540+505,15 42 01.46,50 25 32.20,DB,32668.0,7.78,0.51,0.0069,0.0005,232.39,,,
WD 1542+392,15 44 21.81,39 07 16.02,DC,,,,,,738.77,,,
WD 1542+729,15 42 10.29,72 47 34.15,DC,5642.0,7.488,0.314,1.65,,73.36,,,
WD 1546+004,15 48 50.79,00 18 51.76,DC5,8936.0,8.208,0.727,1.093,,182.85,,,
WD 1547+028,15 49 53.29,02 39 29.67,DZ,8684.0,8.0,,0.0,,320.49,,,
WD 1547+481,15 49 27.36,48 02 26.88,DC,6253.0,8.065,0.613,2.46,,42.00,,,
WD 1547+565,15 48 10.73,56 26 46.45,DQ,7911.0,8.0328,0.5958,1.2,,145.99,,,
WD 1547+572,15 48 35.47,57 08 24.21,DC,5770.0,8.164,0.674,4.53,,37.92,,,
WD 1547-000,15 49 38.62,-00 13 18.31,DB:,14576.0,8.62,0.984,0.656,,356.87,,,
WD 1551+013,15 53 40.35,01 13 35.30,DB4,15302.0,8.5,0.907,0.3035,,362.33,,,
WD 1551+028,15 53 33.59,02 44 59.49,DB,14783.0,7.27,0.281,0.3888,,351.07,,,
WD 1551+037,15 54 13.62,03 36 33.10,DQ,6559.0,7.925,0.529,1.73,,100.58,,,
WD 1553+120,15 56 11.28,11 53 52.15,DC,4847.0,7.942,0.544,5.98,,77.72,,,
WD 1553+552,15 55 02.48,55 03 48.49,DC,8549.0,8.267,0.764,1.355,,148.92,,,
WD 1555+143,15 57 21.43,14 12 06.64,DC,4608.0,7.819,0.473,6.3,,45.69,,,
WD 1555+530,15 57 17.37,52 56 22.71,DBAH:,15280.0,8.2,0.711,0.2399,,251.29,,,
WD 1556+033,15 58 52.58,03 12 43.23,DZ,7734.0,7.9059,0.5211,1.07,,155.95,,,
WD 1557+010,16 00 09.97,00 55 14.02,DC,7648.0,8.2,0.718,1.665,,125.29,,,
WD 1557+192,15 59 21.07,19 04 07.57,DBA,21382.0,8.08,0.647,0.09756,,140.67,,,
WD 1557-000B,16 00 12.54,-00 09 05.44,DZ,6544.0,8.0,,0.0,,5814.81,,,
WD 1558+378,16 00 34.79,37 44 15.70,DC,,,,,,160.36,,,
WD 1602+010,16 04 37.78,00 52 06.42,DB2:,25780.0,7.63,0.434,,,559.77,,,
WD 1604+535,16 05 22.44,53 22 20.48,DB,16567.0,8.06,0.627,0.1832,,300.41,,,
WD 1606+427,16 08 09.33,42 35 16.67,DC,5018.0,8.023,0.594,5.89,,60.25,,,
WD 1606+677,16 06 53.63,67 33 32.37,DC,9355.0,8.178,0.69,1.0,,68.11,,,
WD 1608+009,16 10 44.38,00 46 50.35,DC:,13142.0,9.5,1.356,0.8866,,126.47,,,
WD 1608+483,16 09 48.46,48 10 22.55,DC,7476.0,7.569,0.373,0.7802,,186.05,,,
WD 1611+513,16 13 15.44,51 16 08.21,DQ,7979.0,8.0004,0.5764,1.12,,162.88,,,
WD 1613+488,16 15 24.90,48 42 53.96,DC,9450.0,8.34,0.814,1.184,,161.89,,,
WD 1614+449,16 15 44.73,44 49 39.05,DC,4932.0,7.971,0.562,5.94,,62.33,,,
WD 1618+006,16 20 40.54,00 31 44.11,DBA:,17856.0,8.65,1.005,0.1448,,828.82,,,
WD 1620+294,16 22 39.79,29 19 09.40,DC,4403.0,8.056,0.612,9.14,,47.26,,,
WD 1622+587,16 22 59.73,58 40 28.84,DB,18848.0,7.851,0.515,0.06536,,183.50,,,
WD 1623+001,16 25 45.53,00 00 53.78,DB,21876.0,8.14,0.685,0.2249,,967.24,,,
WD 1623+022,16 26 17.14,02 10 44.40,DC,4854.0,7.162,0.211,1.68,,50.48,,,
WD 1625+375,16 27 24.56,37 26 40.86,DC,4627.0,8.047,0.607,8.07,,54.95,,,
WD 1626+490,16 27 30.96,48 59 20.01,DZA,5207.0,8.055,0.603,5.72,,60.37,,,
WD 1630+245,16 32 42.22,24 26 50.99,DC,4733.0,8.506,0.902,8.04,,41.88,,,
WD 1633+572,16 34 19.37,57 10 28.06,DQ,6126.0,8.02,0.584,2.42,,14.85,45.4,-3.0,54.5
WD 1635+112,16 37 19.97,11 10 14.13,DC,,,,,,66.09,,,
WD 1635-000,16 38 07.33,-00 08 37.92,DB4,17153.0,8.2,0.715,0.1386,,1305.08,,,
WD 1639+351,16 41 19.09,35 04 24.63,DC+M,,,,,,99.10,,,
WD 1641+401,16 43 28.50,40 02 04.30,DQ,7352.0,8.1105,0.6432,1.62,,160.24,,,
WD 1641+732,16 40 23.99,73 10 39.17,DQ,8485.0,7.963,0.556,0.95,,53.54,,,
WD 1643+807,16 39 26.78,80 38 51.87,DC,5504.0,8.077,0.617,4.81,,60.74,,,
WD 1644+410,16 45 47.90,40 58 18.51,DC,8566.0,8.308,0.791,1.455,,140.27,,,
WD 1645+638,16 46 12.06,63 46 50.02,DB,27512.0,7.61,0.431,0.1274,,578.28,,,
WD 1647+389,16 49 36.08,38 50 48.17,DB,17064.0,7.77,0.471,0.1766,,458.66,,,
WD 1647+397,16 48 46.89,39 39 17.00,DC,4951.0,7.147,0.27,1.83,,92.67,,,
WD 1647+439,16 48 39.87,43 51 53.93,DB,18332.0,8.03,0.613,0.08063,,370.13,,,
WD 1649+408,16 50 57.15,40 43 27.11,DB,19095.0,8.27,0.764,0.1183,,237.67,,,
WD 1653+374,16 55 38.44,37 22 48.20,DQ,8831.0,7.9085,0.5252,0.765,,148.06,,,
WD 1659+617,16 59 38.66,61 40 59.81,DB,12617.0,7.72,0.436,0.3823,,149.77,,,
WD 1700+389,17 01 43.67,38 49 53.24,DB,18595.0,8.04,0.622,0.1156,,360.36,,,
WD 1701+646,17 01 42.17,64 37 21.41,DB,12199.0,7.76,0.458,,,185.12,,,
WD 1703+319,17 05 47.11,31 50 08.99,DBA,13608.0,8.187,0.702,0.3603,,82.46,,,
WD 1703+362,17 04 47.93,36 08 44.72,DC,4760.0,7.772,0.449,4.57,,43.07,34,9.0,-14.0
WD 1708+625,17 09 27.63,62 29 01.70,DC,7853.0,7.928,0.534,,,150.90,,,
WD 1708-871,17 32 56.45,-87 10 04.89,DB,23980.0,8.05,0.64,0.0355,,69.24,,,
WD 1709+285,17 11 20.46,28 31 34.72,DQA,24000.0,8.86,,,,286.85,,,
WD 1710+658,17 11 01.38,65 45 48.89,DC,7816.0,8.295,0.781,1.952,,110.06,,,
WD 1712+215,17 14 30.42,21 27 05.58,DC,7015.0,8.032,0.594,1.7,,40.11,,,
WD 1713+550,17 14 36.39,55 01 13.08,DZ,9761.0,8.6284,0.9857,1.98,,325.78,,,
WD 1713+612,17 13 56.00,61 13 32.29,DC,10564.0,8.059,0.637,0.5659,,187.76,,,
WD 1714+499,17 15 18.18,49 56 18.36,DB,,,,,,508.51,,,
WD 1717-014,17 19 52.48,-01 30 04.87,DC,4560.0,7.885,0.509,7.33,,38.48,,,
WD 1722+579,17 22 57.70,57 52 56.84,DC,5249.0,8.201,0.698,6.44,,61.68,,,
WD 1722+605,17 22 43.15,60 30 58.62,DB,18921.0,8.28,0.765,0.1219,,297.98,,,
WD 1723+536.1,17 25 02.73,53 38 41.71,DQ,6660.0,8.1312,0.6552,2.33,,182.99,,,
WD 1723+576,17 24 00.73,57 35 37.82,DC,9649.0,7.632,0.409,0.434,,496.02,,,
WD 1724+276,17 26 23.27,27 35 00.76,DC+M,10977.0,8.11,0.669,0.5506,,336.03,,,
WD 1725+635,17 25 51.68,63 31 42.58,DB_A:,17643.0,8.29,0.774,0.1585,,428.81,,,
WD 1726-57,17 30 23.17,-57 55 24.25,DBA,14320.0,8.2,0.71,0.3236,,58.47,,,
WD 1729+540,17 30 42.23,54 03 13.50,DB,15183.0,7.9,0.533,0.2233,,300.10,,,
WD 1731+557,17 32 09.75,55 41 02.73,DC,7121.0,8.138,0.677,1.77,,231.55,,,
WD 1732+557,17 33 42.89,55 44 19.87,DC:,8202.0,8.381,0.839,2.029,,114.54,,,
WD 1741+551,17 42 48.08,55 05 28.17,DB,29013.0,7.26,0.334,0.1049,,516.43,,,
WD 1755+408,17 57 04.49,40 52 54.64,DC,5017.0,7.762,0.435,4.59,,30.96,-39,21.0,16.0
WD 1824+063,18 27 12.24,06 21 34.36,DC,9562.0,7.693,0.417,0.5,,93.38,,,
WD 1825+067,18 28 04.69,06 45 06.53,DB,,,,,,,,,
WD 1831+19,18 33 58.38,19 45 46.66,DQ,7295.0,8.017,0.585,1.49,,39.26,,,
WD 1835+507,18 36 47.05,50 48 30.22,DC,8014.0,8.181,0.707,1.413,,128.55,,,
WD 1837-619,18 42 28.06,-61 51 58.61,DC,9194.0,8.019,0.59,,,25.66,,,
WD 1841-367,18 45 06.77,-36 41 20.77,DC,6312.0,8.086,0.626,,,25.63,,,
WD 1856+534,18 57 39.78,53 30 32.46,DC,4738.0,7.879,0.507,6.34,,24.76,,,
WD 1859+429,19 01 02.96,43 00 28.69,DC,,,,,,44.94,,,
WD 1939+662,19 39 56.04,66 19 01.96,DC,5122.0,8.153,0.665,6.21,,35.20,,,
WD 1943-174,19 45 49.71,-17 19 22.48,DC,5151.0,7.801,0.455,3.68,,52.90,,,
WD 1959+637,20 00 12.56,63 50 17.88,DC9,,,,,,811.01,,,
WD 2006+481,20 08 05.49,48 19 02.58,DB,,,,,,1004.17,,,
WD 2008-600,20 12 32.51,-59 57 13.94,DC,4905.0,7.77,0.44,3.24,,16.45,-17.7,-62.3,-3.3
WD 2018-585,20 22 22.34,-58 22 09.96,DC,9745.0,8.059,0.615,,,57.39,,,
WD 2019+756,20 18 08.26,75 46 54.77,DZ,,,,,,363.58,,,
WD 2032-069,20 35 17.50,-06 45 40.05,DB,18281.0,8.7,1.035,0.1276,,479.97,,,
WD 2033-435,20 36 54.63,-43 22 31.65,DC,,,,,,813.37,,,
WD 2034-532,20 38 17.00,-53 04 28.14,DB,17160.0,8.48,0.9,0.309,,62.06,,,
WD 2035-057,20 38 21.22,-05 34 13.01,DB,13629.0,8.08,0.634,0.4021,,199.90,,,
